campagne,date,jour,variable,groupe_age,valeur
2023-2024,2024-01-15,91,ACTE(VGP),moins de 65 ans,2499
2023-2024,2024-01-15,91,DOSES(J07E1),moins de 65 ans,4128
2023-2024,2024-01-16,92,ACTE(VGP),65 ans et plus,5694
2023-2024,2024-01-16,92,DOSES(J07E1),65 ans et plus,7703
2023-2024,2024-01-16,92,ACTE(VGP),moins de 65 ans,2407
2023-2024,2024-01-16,92,DOSES(J07E1),moins de 65 ans,3854
2023-2024,2024-01-17,93,ACTE(VGP),65 ans et plus,3443
2023-2024,2024-01-17,93,DOSES(J07E1),65 ans et plus,4637
2023-2024,2024-01-17,93,ACTE(VGP),moins de 65 ans,1824
2023-2024,2024-01-17,93,DOSES(J07E1),moins de 65 ans,3037
2023-2024,2024-01-18,94,ACTE(VGP),65 ans et plus,3417
2023-2024,2024-01-18,94,DOSES(J07E1),65 ans et plus,4673
2023-2024,2024-01-18,94,ACTE(VGP),moins de 65 ans,1822
2023-2024,2024-01-18,94,DOSES(J07E1),moins de 65 ans,2971
2023-2024,2024-01-19,95,ACTE(VGP),65 ans et plus,3382
2023-2024,2024-01-19,95,DOSES(J07E1),65 ans et plus,4802
2023-2024,2024-01-19,95,ACTE(VGP),moins de 65 ans,2012
2023-2024,2024-01-19,95,DOSES(J07E1),moins de 65 ans,3102
2023-2024,2024-01-20,96,ACTE(VGP),65 ans et plus,1177
2023-2024,2024-01-20,96,DOSES(J07E1),65 ans et plus,1780
2023-2024,2024-01-20,96,ACTE(VGP),moins de 65 ans,1301
2023-2024,2024-01-20,96,DOSES(J07E1),moins de 65 ans,1922
2023-2024,2024-01-21,97,ACTE(VGP),65 ans et plus,8
2023-2024,2024-01-21,97,DOSES(J07E1),65 ans et plus,21
2023-2024,2024-01-21,97,ACTE(VGP),moins de 65 ans,27
2023-2024,2024-01-21,97,DOSES(J07E1),moins de 65 ans,54
2023-2024,2024-01-22,98,ACTE(VGP),65 ans et plus,2825
2023-2024,2024-01-22,98,DOSES(J07E1),65 ans et plus,3915
2023-2024,2024-01-22,98,ACTE(VGP),moins de 65 ans,1658
2023-2024,2024-01-22,98,DOSES(J07E1),moins de 65 ans,2918
2023-2024,2024-01-23,99,ACTE(VGP),65 ans et plus,3331
2023-2024,2024-01-23,99,DOSES(J07E1),65 ans et plus,4802
2023-2024,2024-01-23,99,ACTE(VGP),moins de 65 ans,1699
2023-2024,2024-01-23,99,DOSES(J07E1),moins de 65 ans,2713
2023-2024,2024-01-24,100,ACTE(VGP),65 ans et plus,2583
2023-2024,2024-01-24,100,DOSES(J07E1),65 ans et plus,3884
2023-2024,2024-01-24,100,ACTE(VGP),moins de 65 ans,1489
2023-2024,2024-01-24,100,DOSES(J07E1),moins de 65 ans,2561
2023-2024,2024-01-25,101,ACTE(VGP),65 ans et plus,2665
2023-2024,2024-01-25,101,DOSES(J07E1),65 ans et plus,3912
2023-2024,2024-01-25,101,ACTE(VGP),moins de 65 ans,1385
2023-2024,2024-01-25,101,DOSES(J07E1),moins de 65 ans,2108
2023-2024,2024-01-26,102,ACTE(VGP),65 ans et plus,2466
2023-2024,2024-01-26,102,DOSES(J07E1),65 ans et plus,3615
2023-2024,2024-01-26,102,ACTE(VGP),moins de 65 ans,1615
2023-2024,2024-01-26,102,DOSES(J07E1),moins de 65 ans,2648
2023-2024,2024-01-27,103,ACTE(VGP),65 ans et plus,1092
2023-2024,2024-01-27,103,DOSES(J07E1),65 ans et plus,1711
2023-2024,2024-01-27,103,ACTE(VGP),moins de 65 ans,999
2023-2024,2024-01-27,103,DOSES(J07E1),moins de 65 ans,1764
2023-2024,2024-01-28,104,ACTE(VGP),65 ans et plus,24
2023-2024,2024-01-28,104,DOSES(J07E1),65 ans et plus,68
2023-2024,2024-01-28,104,ACTE(VGP),moins de 65 ans,9
2023-2024,2024-01-28,104,DOSES(J07E1),moins de 65 ans,36
2023-2024,2024-01-29,105,ACTE(VGP),65 ans et plus,2569
2023-2024,2024-01-29,105,DOSES(J07E1),65 ans et plus,3727
2023-2024,2024-01-29,105,ACTE(VGP),moins de 65 ans,1387
2023-2024,2024-01-29,105,DOSES(J07E1),moins de 65 ans,2348
2023-2024,2024-01-30,106,ACTE(VGP),65 ans et plus,2651
2023-2024,2024-01-30,106,DOSES(J07E1),65 ans et plus,3404
2023-2024,2024-01-30,106,ACTE(VGP),moins de 65 ans,1464
2023-2024,2024-01-30,106,DOSES(J07E1),moins de 65 ans,2489
2023-2024,2024-01-31,107,ACTE(VGP),65 ans et plus,2234
2023-2024,2024-01-31,107,DOSES(J07E1),65 ans et plus,3064
2023-2024,2024-01-31,107,ACTE(VGP),moins de 65 ans,1485
2023-2024,2024-01-31,107,DOSES(J07E1),moins de 65 ans,2304
2023-2024,2024-02-01,108,ACTE(VGP),65 ans et plus,1361
2023-2024,2024-02-01,108,DOSES(J07E1),65 ans et plus,1543
2023-2024,2024-02-01,108,ACTE(VGP),moins de 65 ans,901
2023-2024,2024-02-01,108,DOSES(J07E1),moins de 65 ans,1433
2023-2024,2024-02-02,109,ACTE(VGP),65 ans et plus,1613
2023-2024,2024-02-02,109,DOSES(J07E1),65 ans et plus,1995
2023-2024,2024-02-02,109,ACTE(VGP),moins de 65 ans,1124
2023-2024,2024-02-02,109,DOSES(J07E1),moins de 65 ans,1752
2023-2024,2024-02-03,110,ACTE(VGP),65 ans et plus,652
2023-2024,2024-02-03,110,DOSES(J07E1),65 ans et plus,1033
2023-2024,2024-02-03,110,ACTE(VGP),moins de 65 ans,797
2023-2024,2024-02-03,110,DOSES(J07E1),moins de 65 ans,1193
2023-2024,2024-02-04,111,ACTE(VGP),65 ans et plus,16
2023-2024,2024-02-04,111,DOSES(J07E1),65 ans et plus,28
2023-2024,2024-02-04,111,ACTE(VGP),moins de 65 ans,6
2023-2024,2024-02-04,111,DOSES(J07E1),moins de 65 ans,49
2023-2024,2024-02-05,112,ACTE(VGP),65 ans et plus,1173
2023-2024,2024-02-05,112,DOSES(J07E1),65 ans et plus,1563
2023-2024,2024-02-05,112,ACTE(VGP),moins de 65 ans,858
2023-2024,2024-02-05,112,DOSES(J07E1),moins de 65 ans,1401
2023-2024,2024-02-06,113,ACTE(VGP),65 ans et plus,1121
2023-2024,2024-02-06,113,DOSES(J07E1),65 ans et plus,1305
2023-2024,2024-02-06,113,ACTE(VGP),moins de 65 ans,742
2023-2024,2024-02-06,113,DOSES(J07E1),moins de 65 ans,1210
2023-2024,2024-02-07,114,ACTE(VGP),65 ans et plus,701
2023-2024,2024-02-07,114,DOSES(J07E1),65 ans et plus,875
2023-2024,2024-02-07,114,ACTE(VGP),moins de 65 ans,725
2023-2024,2024-02-07,114,DOSES(J07E1),moins de 65 ans,1111
2023-2024,2024-02-08,115,ACTE(VGP),65 ans et plus,898
2023-2024,2024-02-08,115,DOSES(J07E1),65 ans et plus,1176
2023-2024,2024-02-08,115,ACTE(VGP),moins de 65 ans,707
2023-2024,2024-02-08,115,DOSES(J07E1),moins de 65 ans,1076
2023-2024,2024-02-09,116,ACTE(VGP),65 ans et plus,775
2023-2024,2024-02-09,116,DOSES(J07E1),65 ans et plus,898
2023-2024,2024-02-09,116,ACTE(VGP),moins de 65 ans,649
2023-2024,2024-02-09,116,DOSES(J07E1),moins de 65 ans,988
2023-2024,2024-02-10,117,ACTE(VGP),65 ans et plus,272
2023-2024,2024-02-10,117,DOSES(J07E1),65 ans et plus,372
2023-2024,2024-02-10,117,ACTE(VGP),moins de 65 ans,410
2023-2024,2024-02-10,117,DOSES(J07E1),moins de 65 ans,642
2023-2024,2024-02-11,118,ACTE(VGP),65 ans et plus,21
2023-2024,2024-02-11,118,DOSES(J07E1),65 ans et plus,14
2023-2024,2024-02-11,118,ACTE(VGP),moins de 65 ans,10
2023-2024,2024-02-11,118,DOSES(J07E1),moins de 65 ans,18
2023-2024,2024-02-12,119,ACTE(VGP),65 ans et plus,531
2023-2024,2024-02-12,119,DOSES(J07E1),65 ans et plus,576
2023-2024,2024-02-12,119,ACTE(VGP),moins de 65 ans,556
2023-2024,2024-02-12,119,DOSES(J07E1),moins de 65 ans,762
2023-2024,2024-02-13,120,ACTE(VGP),65 ans et plus,534
2023-2024,2024-02-13,120,DOSES(J07E1),65 ans et plus,649
2023-2024,2024-02-13,120,ACTE(VGP),moins de 65 ans,495
2023-2024,2024-02-13,120,DOSES(J07E1),moins de 65 ans,787
2023-2024,2024-02-14,121,ACTE(VGP),65 ans et plus,400
2023-2024,2024-02-14,121,DOSES(J07E1),65 ans et plus,416
2023-2024,2024-02-14,121,ACTE(VGP),moins de 65 ans,422
2023-2024,2024-02-14,121,DOSES(J07E1),moins de 65 ans,692
2023-2024,2024-02-15,122,ACTE(VGP),65 ans et plus,429
2023-2024,2024-02-15,122,DOSES(J07E1),65 ans et plus,550
2023-2024,2024-02-15,122,ACTE(VGP),moins de 65 ans,432
2023-2024,2024-02-15,122,DOSES(J07E1),moins de 65 ans,584
2023-2024,2024-02-16,123,ACTE(VGP),65 ans et plus,393
2023-2024,2024-02-16,123,DOSES(J07E1),65 ans et plus,379
2023-2024,2024-02-16,123,ACTE(VGP),moins de 65 ans,443
2023-2024,2024-02-16,123,DOSES(J07E1),moins de 65 ans,643
2023-2024,2024-02-17,124,ACTE(VGP),65 ans et plus,185
2023-2024,2024-02-17,124,DOSES(J07E1),65 ans et plus,208
2023-2024,2024-02-17,124,ACTE(VGP),moins de 65 ans,246
2023-2024,2024-02-17,124,DOSES(J07E1),moins de 65 ans,401
2023-2024,2024-02-18,125,ACTE(VGP),65 ans et plus,9
2023-2024,2024-02-18,125,DOSES(J07E1),65 ans et plus,4
2023-2024,2024-02-18,125,ACTE(VGP),moins de 65 ans,9
2023-2024,2024-02-18,125,DOSES(J07E1),moins de 65 ans,2
2023-2024,2024-02-19,126,ACTE(VGP),65 ans et plus,404
2023-2024,2024-02-19,126,DOSES(J07E1),65 ans et plus,374
2023-2024,2024-02-19,126,ACTE(VGP),moins de 65 ans,377
2023-2024,2024-02-19,126,DOSES(J07E1),moins de 65 ans,513
2023-2024,2024-02-20,127,ACTE(VGP),65 ans et plus,416
2023-2024,2024-02-20,127,DOSES(J07E1),65 ans et plus,420
2023-2024,2024-02-20,127,ACTE(VGP),moins de 65 ans,360
2023-2024,2024-02-20,127,DOSES(J07E1),moins de 65 ans,575
2023-2024,2024-02-21,128,ACTE(VGP),65 ans et plus,305
2023-2024,2024-02-21,128,DOSES(J07E1),65 ans et plus,283
2023-2024,2024-02-21,128,ACTE(VGP),moins de 65 ans,305
2023-2024,2024-02-21,128,DOSES(J07E1),moins de 65 ans,528
2023-2024,2024-02-22,129,ACTE(VGP),65 ans et plus,294
2023-2024,2024-02-22,129,DOSES(J07E1),65 ans et plus,381
2023-2024,2024-02-22,129,ACTE(VGP),moins de 65 ans,267
2023-2024,2024-02-22,129,DOSES(J07E1),moins de 65 ans,441
2023-2024,2024-02-23,130,ACTE(VGP),65 ans et plus,308
2023-2024,2024-02-23,130,DOSES(J07E1),65 ans et plus,374
2023-2024,2024-02-23,130,ACTE(VGP),moins de 65 ans,316
2023-2024,2024-02-23,130,DOSES(J07E1),moins de 65 ans,472
2023-2024,2024-02-24,131,ACTE(VGP),65 ans et plus,103
2023-2024,2024-02-24,131,DOSES(J07E1),65 ans et plus,144
2023-2024,2024-02-24,131,ACTE(VGP),moins de 65 ans,211
2023-2024,2024-02-24,131,DOSES(J07E1),moins de 65 ans,306
2023-2024,2024-02-25,132,ACTE(VGP),65 ans et plus,5
2023-2024,2024-02-25,132,DOSES(J07E1),65 ans et plus,6
2023-2024,2024-02-25,132,ACTE(VGP),moins de 65 ans,8
2023-2024,2024-02-25,132,DOSES(J07E1),moins de 65 ans,7
2023-2024,2024-02-26,133,ACTE(VGP),65 ans et plus,270
2023-2024,2024-02-26,133,DOSES(J07E1),65 ans et plus,253
2023-2024,2024-02-26,133,ACTE(VGP),moins de 65 ans,283
2023-2024,2024-02-26,133,DOSES(J07E1),moins de 65 ans,374
2023-2024,2024-02-27,134,ACTE(VGP),65 ans et plus,320
2023-2024,2024-02-27,134,DOSES(J07E1),65 ans et plus,323
2023-2024,2024-02-27,134,ACTE(VGP),moins de 65 ans,292
2023-2024,2024-02-27,134,DOSES(J07E1),moins de 65 ans,405
2023-2024,2024-02-28,135,ACTE(VGP),65 ans et plus,261
2023-2024,2024-02-28,135,DOSES(J07E1),65 ans et plus,334
2023-2024,2024-02-28,135,ACTE(VGP),moins de 65 ans,278
2023-2024,2024-02-28,135,DOSES(J07E1),moins de 65 ans,467
2023-2024,2023-10-17,1,ACTE(VGP),65 ans et plus,165358
2023-2024,2023-10-17,1,DOSES(J07E1),65 ans et plus,460513
2023-2024,2023-10-17,1,ACTE(VGP),moins de 65 ans,45120
2023-2024,2023-10-17,1,DOSES(J07E1),moins de 65 ans,109899
2023-2024,2023-10-18,2,ACTE(VGP),65 ans et plus,120833
2023-2024,2023-10-18,2,DOSES(J07E1),65 ans et plus,315498
2023-2024,2023-10-18,2,ACTE(VGP),moins de 65 ans,33324
2023-2024,2023-10-18,2,DOSES(J07E1),moins de 65 ans,77909
2023-2024,2023-10-19,3,ACTE(VGP),65 ans et plus,126152
2023-2024,2023-10-19,3,DOSES(J07E1),65 ans et plus,300589
2023-2024,2023-10-19,3,ACTE(VGP),moins de 65 ans,32594
2023-2024,2023-10-19,3,DOSES(J07E1),moins de 65 ans,70954
2023-2024,2023-10-20,4,ACTE(VGP),65 ans et plus,112963
2023-2024,2023-10-20,4,DOSES(J07E1),65 ans et plus,255531
2023-2024,2023-10-20,4,ACTE(VGP),moins de 65 ans,34831
2023-2024,2023-10-20,4,DOSES(J07E1),moins de 65 ans,70718
2023-2024,2023-10-21,5,ACTE(VGP),65 ans et plus,32658
2023-2024,2023-10-21,5,DOSES(J07E1),65 ans et plus,103700
2023-2024,2023-10-21,5,ACTE(VGP),moins de 65 ans,18330
2023-2024,2023-10-21,5,DOSES(J07E1),moins de 65 ans,40878
2023-2024,2023-10-22,6,ACTE(VGP),65 ans et plus,265
2023-2024,2023-10-22,6,DOSES(J07E1),65 ans et plus,1493
2023-2024,2023-10-22,6,ACTE(VGP),moins de 65 ans,212
2023-2024,2023-10-22,6,DOSES(J07E1),moins de 65 ans,435
2023-2024,2023-10-23,7,ACTE(VGP),65 ans et plus,97705
2023-2024,2023-10-23,7,DOSES(J07E1),65 ans et plus,218232
2023-2024,2023-10-23,7,ACTE(VGP),moins de 65 ans,27917
2023-2024,2023-10-23,7,DOSES(J07E1),moins de 65 ans,59534
2023-2024,2023-10-24,8,ACTE(VGP),65 ans et plus,119787
2023-2024,2023-10-24,8,DOSES(J07E1),65 ans et plus,252434
2023-2024,2023-10-24,8,ACTE(VGP),moins de 65 ans,30503
2023-2024,2023-10-24,8,DOSES(J07E1),moins de 65 ans,62660
2023-2024,2023-10-25,9,ACTE(VGP),65 ans et plus,90320
2023-2024,2023-10-25,9,DOSES(J07E1),65 ans et plus,200503
2023-2024,2023-10-25,9,ACTE(VGP),moins de 65 ans,24523
2023-2024,2023-10-25,9,DOSES(J07E1),moins de 65 ans,53089
2023-2024,2023-10-26,10,ACTE(VGP),65 ans et plus,92667
2023-2024,2023-10-26,10,DOSES(J07E1),65 ans et plus,195061
2023-2024,2023-10-26,10,ACTE(VGP),moins de 65 ans,25280
2023-2024,2023-10-26,10,DOSES(J07E1),moins de 65 ans,52435
2023-2024,2023-10-27,11,ACTE(VGP),65 ans et plus,91062
2023-2024,2023-10-27,11,DOSES(J07E1),65 ans et plus,190841
2023-2024,2023-10-27,11,ACTE(VGP),moins de 65 ans,28542
2023-2024,2023-10-27,11,DOSES(J07E1),moins de 65 ans,56153
2023-2024,2023-10-28,12,ACTE(VGP),65 ans et plus,26060
2023-2024,2023-10-28,12,DOSES(J07E1),65 ans et plus,77933
2023-2024,2023-10-28,12,ACTE(VGP),moins de 65 ans,14513
2023-2024,2023-10-28,12,DOSES(J07E1),moins de 65 ans,31992
2023-2024,2023-10-29,13,ACTE(VGP),65 ans et plus,326
2023-2024,2023-10-29,13,DOSES(J07E1),65 ans et plus,1137
2023-2024,2023-10-29,13,ACTE(VGP),moins de 65 ans,194
2023-2024,2023-10-29,13,DOSES(J07E1),moins de 65 ans,488
2023-2024,2023-10-30,14,ACTE(VGP),65 ans et plus,85891
2023-2024,2023-10-30,14,DOSES(J07E1),65 ans et plus,183332
2023-2024,2023-10-30,14,ACTE(VGP),moins de 65 ans,26453
2023-2024,2023-10-30,14,DOSES(J07E1),moins de 65 ans,54468
2023-2024,2023-10-31,15,ACTE(VGP),65 ans et plus,105785
2023-2024,2023-10-31,15,DOSES(J07E1),65 ans et plus,218565
2023-2024,2023-10-31,15,ACTE(VGP),moins de 65 ans,29422
2023-2024,2023-10-31,15,DOSES(J07E1),moins de 65 ans,60440
2023-2024,2023-11-01,16,ACTE(VGP),65 ans et plus,739
2023-2024,2023-11-01,16,DOSES(J07E1),65 ans et plus,1820
2023-2024,2023-11-01,16,ACTE(VGP),moins de 65 ans,371
2023-2024,2023-11-01,16,DOSES(J07E1),moins de 65 ans,835
2023-2024,2023-11-02,17,ACTE(VGP),65 ans et plus,89474
2023-2024,2023-11-02,17,DOSES(J07E1),65 ans et plus,184810
2023-2024,2023-11-02,17,ACTE(VGP),moins de 65 ans,27031
2023-2024,2023-11-02,17,DOSES(J07E1),moins de 65 ans,55418
2023-2024,2023-11-03,18,ACTE(VGP),65 ans et plus,111818
2023-2024,2023-11-03,18,DOSES(J07E1),65 ans et plus,219545
2023-2024,2023-11-03,18,ACTE(VGP),moins de 65 ans,33956
2023-2024,2023-11-03,18,DOSES(J07E1),moins de 65 ans,64035
2023-2024,2023-11-04,19,ACTE(VGP),65 ans et plus,30535
2023-2024,2023-11-04,19,DOSES(J07E1),65 ans et plus,81605
2023-2024,2023-11-04,19,ACTE(VGP),moins de 65 ans,16694
2023-2024,2023-11-04,19,DOSES(J07E1),moins de 65 ans,35082
2023-2024,2023-11-05,20,ACTE(VGP),65 ans et plus,293
2023-2024,2023-11-05,20,DOSES(J07E1),65 ans et plus,839
2023-2024,2023-11-05,20,ACTE(VGP),moins de 65 ans,221
2023-2024,2023-11-05,20,DOSES(J07E1),moins de 65 ans,402
2023-2024,2023-11-06,21,ACTE(VGP),65 ans et plus,124365
2023-2024,2023-11-06,21,DOSES(J07E1),65 ans et plus,235083
2023-2024,2023-11-06,21,ACTE(VGP),moins de 65 ans,28976
2023-2024,2023-11-06,21,DOSES(J07E1),moins de 65 ans,58802
2023-2024,2023-11-07,22,ACTE(VGP),65 ans et plus,150665
2023-2024,2023-11-07,22,DOSES(J07E1),65 ans et plus,271855
2023-2024,2023-11-07,22,ACTE(VGP),moins de 65 ans,31647
2023-2024,2023-11-07,22,DOSES(J07E1),moins de 65 ans,62519
2023-2024,2023-11-08,23,ACTE(VGP),65 ans et plus,113110
2023-2024,2023-11-08,23,DOSES(J07E1),65 ans et plus,210263
2023-2024,2023-11-08,23,ACTE(VGP),moins de 65 ans,26937
2023-2024,2023-11-08,23,DOSES(J07E1),moins de 65 ans,55074
2023-2024,2023-11-09,24,ACTE(VGP),65 ans et plus,121136
2023-2024,2023-11-09,24,DOSES(J07E1),65 ans et plus,215236
2023-2024,2023-11-09,24,ACTE(VGP),moins de 65 ans,27719
2023-2024,2023-11-09,24,DOSES(J07E1),moins de 65 ans,54757
2023-2024,2023-11-10,25,ACTE(VGP),65 ans et plus,118375
2023-2024,2023-11-10,25,DOSES(J07E1),65 ans et plus,212245
2023-2024,2023-11-10,25,ACTE(VGP),moins de 65 ans,34555
2023-2024,2023-11-10,25,DOSES(J07E1),moins de 65 ans,64124
2023-2024,2023-11-11,26,ACTE(VGP),65 ans et plus,858
2023-2024,2023-11-11,26,DOSES(J07E1),65 ans et plus,2578
2023-2024,2023-11-11,26,ACTE(VGP),moins de 65 ans,628
2023-2024,2023-11-11,26,DOSES(J07E1),moins de 65 ans,1673
2023-2024,2023-11-12,27,ACTE(VGP),65 ans et plus,288
2023-2024,2023-11-12,27,DOSES(J07E1),65 ans et plus,776
2023-2024,2023-11-12,27,ACTE(VGP),moins de 65 ans,174
2023-2024,2023-11-12,27,DOSES(J07E1),moins de 65 ans,540
2023-2024,2023-11-13,28,ACTE(VGP),65 ans et plus,118954
2023-2024,2023-11-13,28,DOSES(J07E1),65 ans et plus,214073
2023-2024,2023-11-13,28,ACTE(VGP),moins de 65 ans,28483
2023-2024,2023-11-13,28,DOSES(J07E1),moins de 65 ans,56686
2023-2024,2023-11-14,29,ACTE(VGP),65 ans et plus,142255
2023-2024,2023-11-14,29,DOSES(J07E1),65 ans et plus,235527
2023-2024,2023-11-14,29,ACTE(VGP),moins de 65 ans,29755
2023-2024,2023-11-14,29,DOSES(J07E1),moins de 65 ans,57133
2023-2024,2023-11-15,30,ACTE(VGP),65 ans et plus,111556
2023-2024,2023-11-15,30,DOSES(J07E1),65 ans et plus,186627
2023-2024,2023-11-15,30,ACTE(VGP),moins de 65 ans,26722
2023-2024,2023-11-15,30,DOSES(J07E1),moins de 65 ans,51264
2023-2024,2023-11-16,31,ACTE(VGP),65 ans et plus,103550
2023-2024,2023-11-16,31,DOSES(J07E1),65 ans et plus,169419
2023-2024,2023-11-16,31,ACTE(VGP),moins de 65 ans,23903
2023-2024,2023-11-16,31,DOSES(J07E1),moins de 65 ans,45106
2023-2024,2023-11-17,32,ACTE(VGP),65 ans et plus,102840
2023-2024,2023-11-17,32,DOSES(J07E1),65 ans et plus,164936
2023-2024,2023-11-17,32,ACTE(VGP),moins de 65 ans,29866
2023-2024,2023-11-17,32,DOSES(J07E1),moins de 65 ans,52249
2023-2024,2023-11-18,33,ACTE(VGP),65 ans et plus,26647
2023-2024,2023-11-18,33,DOSES(J07E1),65 ans et plus,55835
2023-2024,2023-11-18,33,ACTE(VGP),moins de 65 ans,17214
2023-2024,2023-11-18,33,DOSES(J07E1),moins de 65 ans,31942
2023-2024,2023-11-19,34,ACTE(VGP),65 ans et plus,211
2023-2024,2023-11-19,34,DOSES(J07E1),65 ans et plus,608
2023-2024,2023-11-19,34,ACTE(VGP),moins de 65 ans,163
2023-2024,2023-11-19,34,DOSES(J07E1),moins de 65 ans,443
2023-2024,2023-11-20,35,ACTE(VGP),65 ans et plus,95141
2023-2024,2023-11-20,35,DOSES(J07E1),65 ans et plus,148910
2023-2024,2023-11-20,35,ACTE(VGP),moins de 65 ans,23549
2023-2024,2023-11-20,35,DOSES(J07E1),moins de 65 ans,43661
2023-2024,2023-11-21,36,ACTE(VGP),65 ans et plus,107664
2023-2024,2023-11-21,36,DOSES(J07E1),65 ans et plus,165047
2023-2024,2023-11-21,36,ACTE(VGP),moins de 65 ans,24741
2023-2024,2023-11-21,36,DOSES(J07E1),moins de 65 ans,44373
2023-2024,2023-11-22,37,ACTE(VGP),65 ans et plus,78683
2023-2024,2023-11-22,37,DOSES(J07E1),65 ans et plus,123742
2023-2024,2023-11-22,37,ACTE(VGP),moins de 65 ans,21286
2023-2024,2023-11-22,37,DOSES(J07E1),moins de 65 ans,39395
2023-2024,2023-11-23,38,ACTE(VGP),65 ans et plus,80829
2023-2024,2023-11-23,38,DOSES(J07E1),65 ans et plus,125475
2023-2024,2023-11-23,38,ACTE(VGP),moins de 65 ans,20648
2023-2024,2023-11-23,38,DOSES(J07E1),moins de 65 ans,37328
2023-2024,2023-11-24,39,ACTE(VGP),65 ans et plus,78890
2023-2024,2023-11-24,39,DOSES(J07E1),65 ans et plus,120489
2023-2024,2023-11-24,39,ACTE(VGP),moins de 65 ans,25275
2023-2024,2023-11-24,39,DOSES(J07E1),moins de 65 ans,42706
2023-2024,2023-11-25,40,ACTE(VGP),65 ans et plus,21630
2023-2024,2023-11-25,40,DOSES(J07E1),65 ans et plus,42430
2023-2024,2023-11-25,40,ACTE(VGP),moins de 65 ans,14107
2023-2024,2023-11-25,40,DOSES(J07E1),moins de 65 ans,25784
2023-2024,2023-11-26,41,ACTE(VGP),65 ans et plus,145
2023-2024,2023-11-26,41,DOSES(J07E1),65 ans et plus,373
2023-2024,2023-11-26,41,ACTE(VGP),moins de 65 ans,169
2023-2024,2023-11-26,41,DOSES(J07E1),moins de 65 ans,340
2023-2024,2023-11-27,42,ACTE(VGP),65 ans et plus,69847
2023-2024,2023-11-27,42,DOSES(J07E1),65 ans et plus,105969
2023-2024,2023-11-27,42,ACTE(VGP),moins de 65 ans,18791
2023-2024,2023-11-27,42,DOSES(J07E1),moins de 65 ans,34569
2023-2024,2023-11-28,43,ACTE(VGP),65 ans et plus,83264
2023-2024,2023-11-28,43,DOSES(J07E1),65 ans et plus,122574
2023-2024,2023-11-28,43,ACTE(VGP),moins de 65 ans,20484
2023-2024,2023-11-28,43,DOSES(J07E1),moins de 65 ans,36585
2023-2024,2023-11-29,44,ACTE(VGP),65 ans et plus,60762
2023-2024,2023-11-29,44,DOSES(J07E1),65 ans et plus,93716
2023-2024,2023-11-29,44,ACTE(VGP),moins de 65 ans,18143
2023-2024,2023-11-29,44,DOSES(J07E1),moins de 65 ans,33570
2023-2024,2023-11-30,45,ACTE(VGP),65 ans et plus,63289
2023-2024,2023-11-30,45,DOSES(J07E1),65 ans et plus,94177
2023-2024,2023-11-30,45,ACTE(VGP),moins de 65 ans,17375
2023-2024,2023-11-30,45,DOSES(J07E1),moins de 65 ans,31418
2023-2024,2023-12-01,46,ACTE(VGP),65 ans et plus,62594
2023-2024,2023-12-01,46,DOSES(J07E1),65 ans et plus,91116
2023-2024,2023-12-01,46,ACTE(VGP),moins de 65 ans,21350
2023-2024,2023-12-01,46,DOSES(J07E1),moins de 65 ans,35154
2023-2024,2023-12-02,47,ACTE(VGP),65 ans et plus,18175
2023-2024,2023-12-02,47,DOSES(J07E1),65 ans et plus,32141
2023-2024,2023-12-02,47,ACTE(VGP),moins de 65 ans,12480
2023-2024,2023-12-02,47,DOSES(J07E1),moins de 65 ans,21756
2023-2024,2023-12-03,48,ACTE(VGP),65 ans et plus,151
2023-2024,2023-12-03,48,DOSES(J07E1),65 ans et plus,351
2023-2024,2023-12-03,48,ACTE(VGP),moins de 65 ans,183
2023-2024,2023-12-03,48,DOSES(J07E1),moins de 65 ans,353
2023-2024,2023-12-04,49,ACTE(VGP),65 ans et plus,52991
2023-2024,2023-12-04,49,DOSES(J07E1),65 ans et plus,76705
2023-2024,2023-12-04,49,ACTE(VGP),moins de 65 ans,16318
2023-2024,2023-12-04,49,DOSES(J07E1),moins de 65 ans,27687
2023-2024,2023-12-05,50,ACTE(VGP),65 ans et plus,63320
2023-2024,2023-12-05,50,DOSES(J07E1),65 ans et plus,90360
2023-2024,2023-12-05,50,ACTE(VGP),moins de 65 ans,17137
2023-2024,2023-12-05,50,DOSES(J07E1),moins de 65 ans,29270
2023-2024,2023-12-06,51,ACTE(VGP),65 ans et plus,46721
2023-2024,2023-12-06,51,DOSES(J07E1),65 ans et plus,69153
2023-2024,2023-12-06,51,ACTE(VGP),moins de 65 ans,14921
2023-2024,2023-12-06,51,DOSES(J07E1),moins de 65 ans,26224
2023-2024,2023-12-07,52,ACTE(VGP),65 ans et plus,51810
2023-2024,2023-12-07,52,DOSES(J07E1),65 ans et plus,74786
2023-2024,2023-12-07,52,ACTE(VGP),moins de 65 ans,15986
2023-2024,2023-12-07,52,DOSES(J07E1),moins de 65 ans,26524
2023-2024,2023-12-08,53,ACTE(VGP),65 ans et plus,50129
2023-2024,2023-12-08,53,DOSES(J07E1),65 ans et plus,70281
2023-2024,2023-12-08,53,ACTE(VGP),moins de 65 ans,18755
2023-2024,2023-12-08,53,DOSES(J07E1),moins de 65 ans,29992
2023-2024,2023-12-09,54,ACTE(VGP),65 ans et plus,13277
2023-2024,2023-12-09,54,DOSES(J07E1),65 ans et plus,22842
